date_saf,depositing_date,district_name,entity_subtype_desc,ja_concat,jurstiction_area_name,last_update,mp_id,objectid,on_hold_date,open_date,pa_concat,pl_area_dunam,pl_by_auth_of,pl_date7,pl_date_8,pl_date_advertise,pl_id,pl_landuse_string,pl_last_deposit_date,pl_name,pl_number,pl_order_print_version,pl_rejection_date,pl_tasrit_prn_version,pl_url,plan_area_name,plan_charactor_name,plan_county_name,pq_authorised_quantity_110,pq_authorised_quantity_120,pq_detailed_plan_110,pq_detailed_plan_80,pq_pl_quantity_code_60,pq_pl_quantity_code_75,pq_pl_quantity_code_80,quantity_delta_105,quantity_delta_110,quantity_delta_120,quantity_delta_125,quantity_delta_60,quantity_delta_75,quantity_delta_80,quantity_desc_110,quantity_desc_120,quantity_desc_60,quantity_desc_75,quantity_desc_80,receiving_date,shape_area,shape_length,station_desc,מטרות
2020/08/23 03:00:00,2020/12/13 02:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20220116153728983   ",1000958099,"17715",2021/12/29 02:00:00,2021/12/26 02:00:00,ירושלים,1,2,2021/12/26 02:00:00,2021/12/30 02:00:00,2021/10/22 03:00:00,1005183494,"דרך מאושרת,מגורים ג'",2021/12/21 02:00:00,הקמת מבנה חדש למגורים בשכונת בית צפפה,101-0675660,18,,12,https://mavat.iplan.gov.il/SV4/1/1000958099/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,4,0,0,0,0,0,0,0,4,714.5,0,0,0, ,"מגורים (יח""ד)", , , ,2020/01/07 02:00:00,1000.39093109,128.60842167,אישור,"הקמת מבנה חדש למגורים בשכונת בית צפפה ^ הקמת מבנה חדש למגורים בשכונת בית צפפה ^ א. שינוי יעוד הקרקע מאזור מגורים 5 מיוחד למגורים ב'.
ב. הגדלת שטחי הבניה המרביים.
ג. קביעת מספר יח""ד המרבי ל-8 יח""ד.
ד. קביעת מס' קומות מרבי ל-4 קומות.
ה. קביעת שלבי "
2019/08/22 03:00:00,2019/12/16 02:00:00,ירושלים,תכנית מתאר מקומית,,,"20211024095417115   ",1000969723,"17817",2021/10/11 03:00:00,2021/09/13 03:00:00,ירושלים,58.988,2,2021/09/13 03:00:00,2021/10/17 03:00:00,2021/07/09 03:00:00,1005186134,"דרך מוצעת,יעוד עפ""י תכנית מאושרת אחרת,מסחר ותעשיה עתירת ידע",2021/09/07 03:00:00,"הקמת 2 מגדלים לתעשיות עתירות ידע על מסד מסחרי, מתחם גט""י",101-0696104,39,,23,https://mavat.iplan.gov.il/SV4/1/1000969723/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,,0,0,0,0,60,75,80,0,0,0,0,72140,3360,3200, , ,"תעסוקה (מ""ר)","מסחר (מ""ר)","מבני ציבור (מ""ר)",2019/04/01 03:00:00,58989.08849336,1046.74730437,אישור,"הקמת 2 מגדלים לתעשיות עתירות ידע על מסד מסחרי, מתחם גט""י ^ יצירת מתחם שימושים מעורבים לאורך ציר הרכבת הקלה, הכולל שני מגדלי תעסוקה על מסד מסחרי בן 4 קומות ו-2 מבננים נוספים למסחר. ^ 1. שינוי ייעוד הקרקע משטח לתעשייה קלה ומלאכה לשטח למסחר, תעסוקה ודרך"
2020/12/21 02:00:00,2021/04/18 03:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20220323091623057   ",1005054492,"17875",2022/03/13 02:00:00,2022/02/13 02:00:00,ירושלים,0.409,2,2022/02/13 02:00:00,2022/03/14 02:00:00,2021/12/10 02:00:00,1005187428,מגורים ב',2022/02/08 02:00:00,"תוספת בניה מעל בניין קיים, בית צפאפא, ירושלים",101-0833046,7,,5,https://mavat.iplan.gov.il/SV4/1/1005054492/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,2,0,0,0,0,0,0,0,2,270.95,0,0,0, ,"מגורים (יח""ד)", , , ,2020/09/07 03:00:00,411.23410492,116.56121577,אישור,"תוספת בניה מעל בניין קיים, בית צפאפא, ירושלים ^ תוספת 2 קומות מעל הבניין הקיים, בית צפפה. ^ 1. שינוי יעוד של קרקע מאזור מגורים 5 מיוחד למגורים ב'.
2. קביעת מס' יח""ד לסה""כ 4יח""ד למגורים.
3. קביעת מספר הקומות המירבי ל- 5 קומות.
4. קביעת שטחי הבנייה "
2020/07/28 03:00:00,,ירושלים,תכנית מתאר מקומית,"ירושלים,",ירושלים,"20220508153735238   ",1005076962,"18080",2022/05/08 03:00:00,,ירושלים,1.106,3,,,2021/11/05 02:00:00,1005191232,"דרך מאושרת,מגורים ב'",,שינוי הוראות בניה  ללא שינוי בזכויות - בית צפפה,101-0872499,18,,10,https://mavat.iplan.gov.il/SV4/1/1005076962/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,5,0,0,0,0,0,0,0,7,699.8,0,0,0, ,"מגורים (יח""ד)", , , ,2021/11/01 02:00:00,1106.45105044,154.866128,אישור,"שינוי הוראות בניה  ללא שינוי בזכויות - בית צפפה ^ שינוי הוראות בינוי שנקבעו בתוכנית 51995 ללא שינוי בזכויות בניה מאושרות ^ 1.שינוי הוראות בינוי שנקבעו בתוכנית 51995 ללא שינוי בזכויות בניה מאושרים בתכנית.
השינויים הכוללים:
- שינוי בקווי בניין מאושרי"
2021/09/14 03:00:00,2021/12/19 02:00:00,ירושלים,תכנית מפורטת,ירושלים,ירושלים,"20220808103959546   ",1005156388,"18191",2022/08/01 03:00:00,2022/06/19 03:00:00,ירושלים,0.531,2,2022/06/19 03:00:00,2022/08/02 03:00:00,2022/03/04 02:00:00,1005192928,מגורים ב',2022/05/03 03:00:00,הקמת בנין חדש מינצברג 11 ירושלים.,101-1002542,21,,8,https://mavat.iplan.gov.il/SV4/1/1005156388/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,,0,3,0,0,0,0,0,0,0,5,800.58,0,0,0, ,"מגורים (יח""ד)", , , ,2021/09/09 03:00:00,532.60671497,100.06171227,אישור,"הקמת בנין חדש מינצברג 11 ירושלים. ^ הוספת זכויות והוראות בניה לטובת הקמת מבנה מגורים חדש. ^ 1 .קביעת שטחי בניה מרביים
2 .קביעת קווי בניה
3 .קביעת מס' יחידות הדיור המותרות לבניה ל-8.
4 .קביעת מספר קומות ל6 קומות מעל הקרקע ובכל חתך.
5 .קביעת הוראות"
,,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20211209080432838   ",1005048062,"18196",2021/11/08 02:00:00,,ירושלים,1.181,3,,,2021/05/28 03:00:00,1005192998,מגורים ג',,"הרחבת יח""ד ותוספת קומות עמודים ומחסנים, עוזיאל 113, ירושלים",101-0822304,14,,9,https://mavat.iplan.gov.il/SV4/1/1005048062/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,,0,0,0,0,0,0,0,0,0,0,510.79,0,0,0, , , , , ,2021/05/27 03:00:00,1180.75167219,139.186485,אישור,"הרחבת יח""ד ותוספת קומות עמודים ומחסנים, עוזיאל 113, ירושלים ^ הרחבת יחידות דיור קיימות ותוספת קומות עמודים ומחסנים בבניין ברחוב עוזיאל 113, ירושלים ^ 2.2.1  שינוי ייעוד קרקע מאזור מגורים 1 לאזור מגורים ג'.
2.2.2  קביעת בינוי לתוספות בנייה כמפורט להל"
2018/11/27 02:00:00,2019/03/07 02:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20220306112403538   ",1000747565,"18272",2021/12/21 02:00:00,2021/08/05 03:00:00,ירושלים,9.434,2,2021/08/05 03:00:00,2021/12/22 02:00:00,2020/07/03 03:00:00,1005194690,"דרך מוצעת,מגורים ד',שטח ציבורי פתוח",2020/09/01 03:00:00,"התחדשות עירונית ברחוב הנטקה 78,80,82,84, ירושלים.",101-0510610,48,2021/08/05 03:00:00,31,https://mavat.iplan.gov.il/SV4/1/1000747565/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,138,0,0,0,75,80,0,0,287,21065,0,1110,880, ,"מגורים (יח""ד)", ,"מסחר (מ""ר)","מבני ציבור (מ""ר)",2018/08/26 03:00:00,9433.26655409,483.44944904,אישור,"התחדשות עירונית ברחוב הנטקה 78,80,82,84, ירושלים. ^ יצירת מסגרת תכנונית לפינוי 138 יח""ד והקמת 4 מבנים חדשים למגורים ושטחים נלווים לבניית 425 יח""ד חדשות. ^ א. שינוי במערך יעודי הקרקע כמפורט להלן:
    שינוי אזור מגורים ב' לשטח מגורים ד', שטח פתוח ציבו"
,,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20220720121705172   ",1005115060,"18336",2022/03/23 02:00:00,,ירושלים,1.887,3,,,2022/06/10 03:00:00,1005195860,מגורים ב',2022/08/09 03:00:00,"שינוי בינוי שאושר בהיתר לשם הרחבת יח""ד ותוספת יח""ד חדשה ברח' משה קול",101-0934018,19,,10,https://mavat.iplan.gov.il/SV4/1/1005115060/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,"מגורים (יח""ד)", , , ,2021/06/21 03:00:00,1887.866854,182.8012937,אישור,"שינוי בינוי שאושר בהיתר לשם הרחבת יח""ד ותוספת יח""ד חדשה ברח' משה קול ^ שינוי בינוי מאושר בהיתר בניה מס' 2018/797 לשם הרחבת יח""ד ותוספת יח""ד חדשה ברח' משה קול, בית הכרם, ירושלים. ^ 1. קביעת תוספות בניה כמפורט להלן:
א. תוספות בניה בקומה 6 של מבנה D ו-"
2021/04/29 03:00:00,2021/08/08 03:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20220306111347849   ",1005126406,"18402",2022/03/01 02:00:00,2022/02/27 02:00:00,ירושלים,1.573,2,2022/02/27 02:00:00,2022/03/02 02:00:00,2021/12/17 02:00:00,1005197382,"דרך מאושרת,מגורים ב',מגורים ג',שביל",2022/02/15 02:00:00,הקמת בניין חדש ותוספת בנייה בשכ' בית צפאפא- ירושלים.,101-0953612,14,,10,https://mavat.iplan.gov.il/SV4/1/1005126406/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,4,0,0,0,0,0,0,0,10,1397,0,0,0, ,"מגורים (יח""ד)", , , ,2021/03/03 02:00:00,1572.88284632,158.47295407,אישור,"הקמת בניין חדש ותוספת בנייה בשכ' בית צפאפא- ירושלים. ^ הקמת בניין חדש . ^ 1.שינוי יעוד קרקע מאזור מגורים 5  למגורים ג' ואזור מגורים ב'.
2.קבעת שטחי בנייה המירביים.
3.קביעת מס' יח""ד מירבי.
4. קביעת מספר הקומות ל-5 קומות מעל הקרקע .
5. קביעת הוראות"
2020/10/15 03:00:00,2021/01/10 02:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20211226090112974   ",1005092410,"18410",2021/12/13 02:00:00,2021/11/04 02:00:00,ירושלים,1.653,2,2021/11/04 02:00:00,2021/12/15 02:00:00,2021/09/03 03:00:00,1005197764,מגורים ד',2021/11/02 02:00:00,הקמת שני בניינים חדשים בשכ' בית צפאפא- ירושלים.,101-0896761,16,,8,https://mavat.iplan.gov.il/SV4/1/1005092410/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,9,0,0,0,0,80,0,0,29,3055,0,0,392, ,"מגורים (יח""ד)", , ,"מבני ציבור (מ""ר)",2020/09/22 03:00:00,1652.86576743,169.90226536,אישור,"הקמת שני בניינים חדשים בשכ' בית צפאפא- ירושלים. ^ הקמת שני בניינים חדשים למגורים ומעון יום בית צפפה ^ 1.שינוי יעוד קרקע מאזור מגורים 5 מיוחד למגורים ד'.
2.קבעת שטחי בנייה המירביים.
3. קביעת הוראות בינוי למגורים ומעון יום ותנאים להקמתם
4.קביעת מס' "
,,ירושלים,תכנית מתאר מקומית,,,"20220404154849796   ",1005098312,"18475",2022/04/04 03:00:00,,ירושלים,5.463,3,,,2021/12/03 02:00:00,1005199142,מגורים ד',,"תוספת 20 יחידות דיור למתחם ""מורדות מלחה"", שכונת מלחה, ירושלים.",101-0906826,19,,7,https://mavat.iplan.gov.il/SV4/1/1005098312/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,,0,79,0,0,0,0,0,0,0,20,0,0,0,0, ,"מגורים (יח""ד)", , , ,2021/04/21 03:00:00,5463.582008,350.86301249,אישור,"תוספת 20 יחידות דיור למתחם ""מורדות מלחה"", שכונת מלחה, ירושלים. ^ תוספת 20 יח""ד למתחם ""מורדות מלחה""
 ^ א.קביעת הבינויים הבאים:
1.שנוי הוראות בנוי שנקבעו בתכנית מס' 12736, לשם תוספת יחידות דיור ושטחי שירות עבור מחסנים וחניות לשימוש אותך הדירות בהתאם "
,,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20220508154013172   ",1005111474,"18483",2022/05/08 03:00:00,,ירושלים,0.645,3,,,2021/09/03 03:00:00,1005199306,מגורים ג',2021/11/02 02:00:00,"תוספת בניה ברח' איסלנד 30, ירושלים",101-0928374,6,,4,https://mavat.iplan.gov.il/SV4/1/1005111474/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,8,0,0,0,0,0,0,0,0,332,0,0,0, ,"מגורים (יח""ד)", , , ,2021/02/09 02:00:00,651.80731707,106.01014405,אישור,"תוספת בניה ברח' איסלנד 30, ירושלים ^ הרחבת יח""ד קיימות בבניין ברח' איסלנד 30, ירושלים ^ א. שינוי יעוד מאזור מגורים מיוחד לאזור מגורים ג'.
ב. קביעת בינוי לחפירת קומת מרתף בקומת מרתף, לשם הרחבת יח""ד קיימות בקומה שמעליה, בהתאם לנספח הבינוי.
ג. הגדלת ש"
2019/12/17 02:00:00,2021/02/09 02:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20220330091715057   ",1000963709,"18580",,,ירושלים,129.649,2,,,2022/01/28 02:00:00,1005201480,"יער,מגורים,שביל,שטח ציבורי פתוח",2022/03/29 03:00:00,"הסדרת מגרשי מגורים בעמק התימנים, עין כרם",101-0685958,28,,20,https://mavat.iplan.gov.il/SV4/1/1000963709/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,,0,0,0,0,0,0,0,0,0,18,16.055,0,0,0, ,"מגורים (יח""ד)", , , ,2019/09/18 03:00:00,129458.21413265,2410.89072105,הכרעה בתכנית,"הסדרת מגרשי מגורים בעמק התימנים, עין כרם ^ מטרת תכנית זו קביעת והסדרת מגרשי המגורים עבור בתי מגורים אשר היו קיימים באיזור הידוע ""עמק התימנים"" בשכונת עין כרם לפני קום המדינה וסומנו כשצ""פ בתכנית 2610 שפורסמה למתן תוקף ביום 23.5.85.
התכנית קובעת את מספ"
2021/06/23 03:00:00,2021/09/05 03:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20230112124926985   ",1000899233,"18640",,,ירושלים,2.112,2,,,2022/03/11 02:00:00,1005202742,"דרך מאושרת,דרך מוצעת,מבנים ומוסדות ציבור",2022/05/10 03:00:00,הוספת שימושים למגרשים למוסדות ומבני ציבור - גבעת משואה,101-0572107,17,,9,https://mavat.iplan.gov.il/SV4/1/1000899233/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,0,0,0,0,0,80,0,0,0,0,0,0,2789.46, , , , ,"מבני ציבור (מ""ר)",2020/09/21 03:00:00,2110.38787098,269.05218128,הכרעה בתכנית,"הוספת שימושים למגרשים למוסדות ומבני ציבור - גבעת משואה ^ למגרש בייעוד מאושר למבני ציבור בשימוש  עבור בית כנסת, מוצעת תוספת שימוש עבור מקווה . [ תא שטח 1 ]
למגרש בייעוד מאושר למבני ציבור בשימוש  עבור בית כנסת, מוצע להוסיף שימושים לקהילה, רווחה וחברה "
,,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20221222200414501   ",1005134752,"18709",2022/12/22 02:00:00,,ירושלים,0.66,3,,,,1005204400,מגורים ג',,"הרחבות דיור ברח' החיד""א 17 בית וגן ירושלים",101-0968131,10,,9,https://mavat.iplan.gov.il/SV4/1/1005134752/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,15,0,0,0,0,0,0,0,0,132,0,0,0, ,"מגורים (יח""ד)", , , ,2021/07/25 03:00:00,660.18249217,113.27638136,אישור,"הרחבות דיור ברח' החיד""א 17 בית וגן ירושלים ^ הרחבות יח""ד קיימות ברח' החיד""א 17 ^ 
1. קביעת בינוי  לתוספות בניה בקומות: כניסה, ראשונה, שניה, שלישית, רביעית וחמישית, לשם הרחבת יחידות הדיור הקימות בהם, בהתאם לנספח הבינוי ובהתאם לקיים בשטח.
2. קביעת קו"
2021/02/08 02:00:00,2021/06/13 03:00:00,ירושלים,תכנית מתאר מקומית,"ירושלים,ירושלים,",ירושלים,"20230209145335440   ",1000952773,"18768",2022/09/29 03:00:00,2022/04/12 03:00:00,ירושלים,1.762,2,2022/04/12 03:00:00,2022/10/18 03:00:00,2022/02/11 02:00:00,1005205650,"מגורים ג',שטח ציבורי פתוח",2022/04/12 03:00:00,"בנין מגורים חדש בן 5 קומות, בית צפאפא, ירושלים",101-0666594,15,,13,https://mavat.iplan.gov.il/SV4/1/1000952773/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,8,0,0,0,0,80,0,0,8,1339.5,0,0,68, ,"מגורים (יח""ד)", , ,"מבני ציבור (מ""ר)",2020/09/07 03:00:00,1758.22754694,202.12463844,אישור,"בנין מגורים חדש בן 5 קומות, בית צפאפא, ירושלים ^ הקמת בנין מגורים ושימוש ציבורי בן 5 קומות ו-10 יח""ד, הכשרת מבנה קיים ופיתוח שצ""פ. ^ 1.שינויי ייעוד מאזור מגורים 5 מיוחד לאזור מגורים ג' .
2.קביעת הוראות בינוי לבניית מבנה המגורים ולשימוש ציבורי בתחום "
2021/05/09 03:00:00,2021/07/25 03:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20220517102904488   ",1005048314,"19054",2022/05/10 03:00:00,2022/05/08 03:00:00,ירושלים,0.707,2,2022/05/08 03:00:00,2022/05/12 03:00:00,2022/02/25 02:00:00,1005211910,מגורים א',2022/04/26 03:00:00,"הרחבת יח""ד קיימות והוספת 2 יח""ד בקומות חדשות ברחוב הסביון 16.",101-0822569,23,,15,https://mavat.iplan.gov.il/SV4/1/1005048314/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,2,0,0,0,0,0,0,0,2,159.15,0,0,0, ,"מגורים (יח""ד)", , , ,2020/10/15 03:00:00,712.35133904,108.2492302,אישור,"הרחבת יח""ד קיימות והוספת 2 יח""ד בקומות חדשות ברחוב הסביון 16. ^ הרחבת יח""ד קיימות והוספת 2 יח""ד בקומות חדשות.
 ^ 1. שינוי יעוד הקרקע מאזור מגורים 5 למגורים א'.
2. קביעת קווי בניין חדשים.
3. קביעת שטחי בנייה מירביים בתחום התכנית.
4. קביעת מספר קומ"
2023/10/08 03:00:00,,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20231008164537987   ",1005209594,"19047",,,ירושלים,6.829,2,,,,1000353963,"דרך מוצעת,מגורים ד',שביל,שטחים פתוחים ומבנים ומוסדות ציבור",,"פינוי בינוי רחוב סן מרטין 22, 24, 26, רחוב בר יוחאי 12, 14.",101-1063957,36,,21,https://mavat.iplan.gov.il/SV4/1/1005209594/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,120,0,0,0,75,0,0,0,280,29750,0,350,0, ,"מגורים (יח""ד)", ,"מסחר (מ""ר)", ,2023/10/08 03:00:00,6829.92650917,361.91492432,בבדיקה תכנונית,"פינוי בינוי רחוב סן מרטין 22, 24, 26, רחוב בר יוחאי 12, 14. ^ התחדשות עירונית על ידי הקמת 2 מבני מגורים חדשים עם חזית מסחרית, שביל ציבורי ומעברים ציבוריים נגישים בין רחובות סן מרטין ובר יוחאי והסדרת שטח לטובת הציבור ביעוד שטחים פתוחים ומבנים ומוסדות "
2019/05/13 03:00:00,2019/08/05 03:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20220323092225244   ",1000791953,"19093",2022/03/15 02:00:00,2022/01/04 02:00:00,ירושלים,72.585,2,2022/01/04 02:00:00,2022/03/15 02:00:00,2019/12/27 02:00:00,1005212892,"דרך ו/או טיפול נופי,דרך מאושרת,דרך מוצעת,חניון,מסילה מאושרת,מפגש דרך-מסילה,שטח ציבורי פתוח",2020/02/25 02:00:00,"מתחם דיפו רכבת קלה מלחה , ירושלים",101-0520163,53,2022/01/04 02:00:00,32,https://mavat.iplan.gov.il/SV4/1/1000791953/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , ,2019/05/08 03:00:00,72589.95252687,1424.31359992,אישור,"מתחם דיפו רכבת קלה מלחה , ירושלים ^ הקמת מבנה דיפו לחניה ותחזוקה לקרונות הרכבת הקלה וחניה לרכבים פרטיים.
 ^ 1. שינוי במערך יעודי הקרקע  מדרך ,שצ""פ, מעבר עילי, חנייה לרכב ציבורי ומסוף אוטובוסים, לדרך עם הוראות מיוחדות  (לצורך דיפו לרכבת הקלה),חניון,ו"
2018/12/09 02:00:00,2019/05/27 03:00:00,ירושלים,תכנית מתאר מקומית,,,"20220222091715147   ",1000933437,"19101",2021/12/23 02:00:00,2021/11/04 02:00:00,ירושלים,86.945,2,,2022/01/09 02:00:00,2020/05/28 03:00:00,1005212964,"דרך ו/או טיפול נופי,דרך מאושרת,דרך מוצעת,חניון,ככר עירונית,מבנים ומוסדות ציבור,מגורים ג',מגורים ומבנים ומוסדות ציבור,מסחר ותעסוקה,מתקנים הנדסיים,רצועת תשתיות,שטח ציבורי פתוח",2020/07/27 03:00:00,שכונת מגורים - גבעת משואה צפון,101-0635938,47,2021/11/04 02:00:00,28,https://mavat.iplan.gov.il/SV4/1/1000933437/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,,0,0,0,0,60,75,80,0,0,667,81374,3555,3400,15653, ,"מגורים (יח""ד)","תעסוקה (מ""ר)","מסחר (מ""ר)","מבני ציבור (מ""ר)",2018/07/31 03:00:00,86944.66014582,2758.25737291,אישור,"שכונת מגורים - גבעת משואה צפון ^ הקמת מתחם מגורים חדש בדופן הצפונית של שכונת גבעת משואה, בהיקף של כ-667 יח""ד, כולל מבני ציבור, מסחר, תעסוקה ושטחים פתוחים.
כמו כן, שטח למסוף אוטובוסים קבוע יוקצה במורדות הדרומיים של שכונת משואה באמצעות תכנית מפורטת נו"
,,ירושלים,תכנית מתאר מקומית,"ירושלים,",ירושלים,"20231218103717247   ",1000910929,"19154",,,ירושלים,1.088,3,,,,1005213836,מגורים ד',,"שינוי הוראות בינוי שנקבעו בתכנית 13125, רח' פלורנטין 17.",101-0593749,25,,20,https://mavat.iplan.gov.il/SV4/1/1000910929/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,,0,14,0,0,0,0,0,0,0,11,198.14,0,0,0, ,"מגורים (יח""ד)", , , ,2020/10/15 03:00:00,1088.34696842,134.84165586,סמכות מקומית בתהליך,"שינוי הוראות בינוי שנקבעו בתכנית 13125, רח' פלורנטין 17. ^ שינוי הוראות בינוי שנקבעו בתכנית 13125 לשם הגדלת מס' יח""ד מוצעות בשטח. ^ 1.שינוי הוראות בנוי שנקבעו בתכנית 13125 וקביעת בנוי חדש של בנין בן 5 קומות מעל 3 קומות תת קרקעיות לשם יצירת 22 יח""ד חד"
2021/08/11 03:00:00,2021/11/16 02:00:00,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20220914094541714   ",1005092628,"19210",2022/08/03 03:00:00,2022/07/17 03:00:00,ירושלים,0.998,2,2022/07/17 03:00:00,2022/08/04 03:00:00,2022/04/30 03:00:00,1005215050,מגורים ג',2022/06/29 03:00:00,"תוספת מרפסות ברח' ברכה צפירה 11, ירושלים.",101-0897272,11,,9,https://mavat.iplan.gov.il/SV4/1/1005092628/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,9,0,0,0,0,0,0,0,0,130.37,0,0,0, ,"מגורים (יח""ד)", , , ,2020/12/30 02:00:00,996.88667524,120.93255162,אישור,"תוספת מרפסות ברח' ברכה צפירה 11, ירושלים. ^ תוספת מרפסות ברח' ברכה צפירה 11, רמת שרת, ירושלים. ^ א. תותר תוספת מרפסות זיז במפלסים 3.03+, 6.06+. 
ב. קביעת קווי בניין לבניה, כאמור.
ג. הגדלת שטחי בניה מרביים.
ד. קביעת הוראות בגין עצים לשימור.
ה. קבי"
,,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20220807183822292   ",1005146496,"19256",2022/07/04 03:00:00,,ירושלים,0.72,3,,,,1005215838,מגורים ג',,"תוספת קומה עליונה לשם תוספת יח""ד חדשה ברח' קאסוטו 7.",101-0986570,7,,4,https://mavat.iplan.gov.il/SV4/1/1005146496/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,10,0,0,0,0,0,0,0,1,132,0,0,0, ,"מגורים (יח""ד)", , , ,2021/07/25 03:00:00,729.29971447,115.4722091,אישור,"תוספת קומה עליונה לשם תוספת יח""ד חדשה ברח' קאסוטו 7. ^ תוספת קומה עליונה לשם תוספת יח""ד חדשה ברח' קאסוטו 7. ^ 2.2.1 שינוי במערך ייעודי הקרקע כמפורט להלן: מאזור מגורים 1 לאזור מגורים ג'.
2.2.2  קביעת הבינויים הבאים בשטח:
1. קביעת בינוי לתוספת מכפיל "
,,ירושלים,תכנית מתאר מקומית,ירושלים,ירושלים,"20220905140338151   ",1005144564,"19326",2022/08/18 03:00:00,,ירושלים,1.046,3,,2022/08/22 03:00:00,,1005217308,"דרך מוצעת,מגורים ב'",,"הרחבת יח""ד קיימות בבניין והרחבת דרך ברח' הרקפת 11, ירושלים",101-0983759,7,,4,https://mavat.iplan.gov.il/SV4/1/1005144564/310,ירושלים,תכנית שמכוחה ניתן להוציא היתרים או הרשאות,ירושלים,0,12,0,0,0,0,0,0,0,0,739.92,0,0,0, ,"מגורים (יח""ד)", , , ,2021/10/06 03:00:00,1046.40510251,139.42006604,אישור,"הרחבת יח""ד קיימות בבניין והרחבת דרך ברח' הרקפת 11, ירושלים ^ תוספת קומות (עליונה ותת קרקעית) ותוספת בניה ביתר הקומות לשם הרחבת יח""ד קיימות בבניין והרחבת דרך קיימת (רח' הרקפת 11) ^ 2.2.1 שינוי במערך יעודי הקרקע כמפורט להלן:
מאזור מיוחד לאזור מגורים ב"
